time,in,out
2022-05-31 10:39:26,0,0
2022-05-31 10:39:25,0,0
2022-05-31 10:39:24,0,0
2022-05-31 10:39:23,0.0448478,-0.0770462
2022-05-31 10:39:22,0.5791522,-0.9949538
2022-05-31 10:39:21,0,0
2022-05-31 10:39:20,0,0
2022-05-31 10:39:19,0,0
2022-05-31 10:39:18,0,0
2022-05-31 10:39:17,0,0
2022-05-31 10:39:16,0,0
2022-05-31 10:39:15,0,0
2022-05-31 10:39:14,0,0
2022-05-31 10:39:13,0,0
2022-05-31 10:39:12,0,0
2022-05-31 10:39:11,0,0
2022-05-31 10:39:10,0,0
2022-05-31 10:39:09,0,0
2022-05-31 10:39:08,0,0
2022-05-31 10:39:07,0,0
2022-05-31 10:39:06,0,0
2022-05-31 10:39:05,0,0
2022-05-31 10:39:04,0,0
2022-05-31 10:39:03,0,0
2022-05-31 10:39:02,0,0
2022-05-31 10:39:01,0,0
2022-05-31 10:39:00,0,0
2022-05-31 10:38:59,0,0
2022-05-31 10:38:58,0,0
2022-05-31 10:38:57,0,0
2022-05-31 10:38:56,0,0
2022-05-31 10:38:55,0,0
2022-05-31 10:38:54,0,0
2022-05-31 10:38:53,0,0
2022-05-31 10:38:52,0,0
2022-05-31 10:38:51,0,0
2022-05-31 10:38:50,0,0
2022-05-31 10:38:49,0,0
2022-05-31 10:38:48,0,0
2022-05-31 10:38:47,0,0
2022-05-31 10:38:46,0,0
2022-05-31 10:38:45,0,0
2022-05-31 10:38:44,0,0
2022-05-31 10:38:43,0,0
2022-05-31 10:38:42,0.1813842,-0.1895232
2022-05-31 10:38:41,2.314616,-2.418477
2022-05-31 10:38:40,0,0
2022-05-31 10:38:39,0,0
2022-05-31 10:38:38,0.0452786,-0.0777863
2022-05-31 10:38:37,0.5787214,-0.9942137
2022-05-31 10:38:36,0,0
2022-05-31 10:38:35,0,0
2022-05-31 10:38:34,0,0
2022-05-31 10:38:33,0,0
2022-05-31 10:38:32,0,0
2022-05-31 10:38:31,0,0
2022-05-31 10:38:30,0,0
2022-05-31 10:38:29,0,0
2022-05-31 10:38:28,0,0
2022-05-31 10:38:27,0,0
2022-05-31 10:38:26,0,0
2022-05-31 10:38:25,0,0
2022-05-31 10:38:24,0,0
2022-05-31 10:38:23,0,0
2022-05-31 10:38:22,0,0
2022-05-31 10:38:21,0,0
2022-05-31 10:38:20,0,0
2022-05-31 10:38:19,0,0
2022-05-31 10:38:18,0,0
2022-05-31 10:38:17,0,0
2022-05-31 10:38:16,0,0
2022-05-31 10:38:15,0,0
2022-05-31 10:38:14,0,0
2022-05-31 10:38:13,0,0
2022-05-31 10:38:12,0,0
2022-05-31 10:38:11,0,0
2022-05-31 10:38:10,0,0
2022-05-31 10:38:09,0,0
2022-05-31 10:38:08,0,0
2022-05-31 10:38:07,0,0
2022-05-31 10:38:06,0,0
2022-05-31 10:38:05,0,0
2022-05-31 10:38:04,0,0
2022-05-31 10:38:03,0,0
2022-05-31 10:38:02,0,0
2022-05-31 10:38:01,0,0
2022-05-31 10:38:00,0,0
2022-05-31 10:37:59,0,0
2022-05-31 10:37:58,0,0
2022-05-31 10:37:57,0,0
2022-05-31 10:37:56,0,0
2022-05-31 10:37:55,0,0
2022-05-31 10:37:54,0,0
2022-05-31 10:37:53,0.0449299,-0.0771873
2022-05-31 10:37:52,0.5790701,-0.9948127
2022-05-31 10:37:51,0,0
2022-05-31 10:37:50,0,0
2022-05-31 10:37:49,0,0
2022-05-31 10:37:48,0,0
2022-05-31 10:37:47,0,0
2022-05-31 10:37:46,0,0
2022-05-31 10:37:45,0,0
2022-05-31 10:37:44,0,0
2022-05-31 10:37:43,0,0
2022-05-31 10:37:42,0,0
2022-05-31 10:37:41,0,0
2022-05-31 10:37:40,0,0
2022-05-31 10:37:39,0.1842945,-0.1937455
2022-05-31 10:37:38,2.311706,-2.430255
2022-05-31 10:37:37,0,0
2022-05-31 10:37:36,0,0
2022-05-31 10:37:35,0,0
2022-05-31 10:37:34,0,0
2022-05-31 10:37:33,0,0
2022-05-31 10:37:32,0,0
2022-05-31 10:37:31,0,0
2022-05-31 10:37:30,0,0
2022-05-31 10:37:29,0,0
2022-05-31 10:37:28,0,0
2022-05-31 10:37:27,0,0
2022-05-31 10:37:26,0,0
2022-05-31 10:37:25,0,0
2022-05-31 10:37:24,0,0
2022-05-31 10:37:23,0,0
2022-05-31 10:37:22,0,0
2022-05-31 10:37:21,0,0
2022-05-31 10:37:20,0,0
2022-05-31 10:37:19,0,0
2022-05-31 10:37:18,0,0
2022-05-31 10:37:17,0,0
2022-05-31 10:37:16,0,0
2022-05-31 10:37:15,0,0
2022-05-31 10:37:14,0,0
2022-05-31 10:37:13,0,0
2022-05-31 10:37:12,0,0
2022-05-31 10:37:11,0,0
2022-05-31 10:37:10,0,0
2022-05-31 10:37:09,0,0
2022-05-31 10:37:08,0.048913,-0.08403
2022-05-31 10:37:07,0.575087,-0.98797
2022-05-31 10:37:06,0,0
2022-05-31 10:37:05,0,0
2022-05-31 10:37:04,0,0
2022-05-31 10:37:03,0,0
2022-05-31 10:37:02,0,0
2022-05-31 10:37:01,0,0
2022-05-31 10:37:00,0,0
2022-05-31 10:36:59,0,0
2022-05-31 10:36:58,0,0
2022-05-31 10:36:57,0,0
2022-05-31 10:36:56,0,0
2022-05-31 10:36:55,0,0
2022-05-31 10:36:54,0,0
2022-05-31 10:36:53,0,0
2022-05-31 10:36:52,0,0
2022-05-31 10:36:51,0,0
2022-05-31 10:36:50,0,0
2022-05-31 10:36:49,0,0
2022-05-31 10:36:48,0,0
2022-05-31 10:36:47,0,0
2022-05-31 10:36:46,0,0
2022-05-31 10:36:45,0,0
2022-05-31 10:36:44,0,0
2022-05-31 10:36:43,0,0
2022-05-31 10:36:42,0,0
2022-05-31 10:36:41,0,0
2022-05-31 10:36:40,0,0
2022-05-31 10:36:39,0,0
2022-05-31 10:36:38,0,0
2022-05-31 10:36:37,0,0
2022-05-31 10:36:36,0,0
2022-05-31 10:36:35,0,0
2022-05-31 10:36:34,0,0
2022-05-31 10:36:33,0,0
2022-05-31 10:36:32,0,0
2022-05-31 10:36:31,0,0
2022-05-31 10:36:30,0,0
2022-05-31 10:36:29,0,0
2022-05-31 10:36:28,0,0
2022-05-31 10:36:27,0,0
2022-05-31 10:36:26,0,0
2022-05-31 10:36:25,0,0
2022-05-31 10:36:24,0,0
2022-05-31 10:36:23,0.0441795,-0.0758981
2022-05-31 10:36:22,0.5798205,-0.9961019
2022-05-31 10:36:21,0,0
2022-05-31 10:36:20,0,0
2022-05-31 10:36:19,0,0
2022-05-31 10:36:18,0,0
2022-05-31 10:36:17,0,0
2022-05-31 10:36:16,0,0
2022-05-31 10:36:15,0,0
2022-05-31 10:36:14,0,0
2022-05-31 10:36:13,0,0
2022-05-31 10:36:12,0,0
2022-05-31 10:36:11,0.1785944,-0.1866082
2022-05-31 10:36:10,2.317406,-2.421392
2022-05-31 10:36:09,0,0
2022-05-31 10:36:08,0,0
2022-05-31 10:36:07,0,0
2022-05-31 10:36:06,0,0
2022-05-31 10:36:05,0,0
2022-05-31 10:36:04,0,0
2022-05-31 10:36:03,0,0
2022-05-31 10:36:02,0,0
2022-05-31 10:36:01,0,0
2022-05-31 10:36:00,0,0
2022-05-31 10:35:59,0,0
2022-05-31 10:35:58,0,0
2022-05-31 10:35:57,0,0
2022-05-31 10:35:56,0,0
2022-05-31 10:35:55,0,0
2022-05-31 10:35:54,0,0
2022-05-31 10:35:53,0,0
2022-05-31 10:35:52,0,0
2022-05-31 10:35:51,0,0
2022-05-31 10:35:50,0,0
2022-05-31 10:35:49,0,0
2022-05-31 10:35:48,0,0
2022-05-31 10:35:47,0,0
2022-05-31 10:35:46,0,0
2022-05-31 10:35:45,0,0
2022-05-31 10:35:44,0.1795717,-0.1887805
2022-05-31 10:35:43,2.316428,-2.43522
2022-05-31 10:35:42,0,0
2022-05-31 10:35:41,0,0
2022-05-31 10:35:40,0,0
2022-05-31 10:35:39,0,0
2022-05-31 10:35:38,0.0444285,-0.0763259
2022-05-31 10:35:37,0.5795715,-0.9956741
2022-05-31 10:35:36,0,0
2022-05-31 10:35:35,0,0
2022-05-31 10:35:34,0,0
2022-05-31 10:35:33,0,0
2022-05-31 10:35:32,0,0
2022-05-31 10:35:31,0,0
2022-05-31 10:35:30,0,0
2022-05-31 10:35:29,0,0
2022-05-31 10:35:28,0,0
2022-05-31 10:35:27,0,0
2022-05-31 10:35:26,0,0
2022-05-31 10:35:25,0,0
2022-05-31 10:35:24,0,0
2022-05-31 10:35:23,0,0
2022-05-31 10:35:22,0,0
2022-05-31 10:35:21,0,0
2022-05-31 10:35:20,0,0
2022-05-31 10:35:19,0,0
2022-05-31 10:35:18,0,0
2022-05-31 10:35:17,0,0
2022-05-31 10:35:16,0,0
2022-05-31 10:35:15,0,0
2022-05-31 10:35:14,0,0
2022-05-31 10:35:13,0,0
2022-05-31 10:35:12,0,0
2022-05-31 10:35:11,0,0
2022-05-31 10:35:10,0,0
2022-05-31 10:35:09,0,0
2022-05-31 10:35:08,0,0
2022-05-31 10:35:07,0,0
2022-05-31 10:35:06,0,0
2022-05-31 10:35:05,0,0
2022-05-31 10:35:04,0,0
2022-05-31 10:35:03,0,0
2022-05-31 10:35:02,0,0
2022-05-31 10:35:01,0,0
2022-05-31 10:35:00,0,0
2022-05-31 10:34:59,0,0
2022-05-31 10:34:58,0,0
2022-05-31 10:34:57,0,0
2022-05-31 10:34:56,0,0
2022-05-31 10:34:55,0,0
2022-05-31 10:34:54,0,0
2022-05-31 10:34:53,0.0453129,-0.0302086
2022-05-31 10:34:52,0.5786871,-0.4323139
2022-05-31 10:34:51,0,-0.6094775
2022-05-31 10:34:50,0,0
2022-05-31 10:34:49,0,0
2022-05-31 10:34:48,0,0
2022-05-31 10:34:47,0,0
2022-05-31 10:34:46,0,0
2022-05-31 10:34:45,0,0
2022-05-31 10:34:44,0,0
2022-05-31 10:34:43,0,0
2022-05-31 10:34:42,0,0
2022-05-31 10:34:41,0,0
2022-05-31 10:34:40,0,0
2022-05-31 10:34:39,0,0
2022-05-31 10:34:38,0,0
2022-05-31 10:34:37,0,0
2022-05-31 10:34:36,0,0
2022-05-31 10:34:35,0,0
2022-05-31 10:34:34,0,0
2022-05-31 10:34:33,0,0
2022-05-31 10:34:32,0,0
2022-05-31 10:34:31,0,0
2022-05-31 10:34:30,0,0
2022-05-31 10:34:29,0,0
2022-05-31 10:34:28,0,0
2022-05-31 10:34:27,0,0
2022-05-31 10:34:26,0,0
2022-05-31 10:34:25,0,0
2022-05-31 10:34:24,0,0
2022-05-31 10:34:23,0,0
2022-05-31 10:34:22,0,0
2022-05-31 10:34:21,0,0
2022-05-31 10:34:20,0,0
2022-05-31 10:34:19,0,0
2022-05-31 10:34:18,0,0
2022-05-31 10:34:17,0,0
2022-05-31 10:34:16,0,0
2022-05-31 10:34:15,0,0
2022-05-31 10:34:14,0,0
2022-05-31 10:34:13,0,0
2022-05-31 10:34:12,0,0
2022-05-31 10:34:11,0,0
2022-05-31 10:34:10,0,0
2022-05-31 10:34:09,0,0
2022-05-31 10:34:08,0.0453998,-0.0779946
2022-05-31 10:34:07,0.5786002,-0.9940054
2022-05-31 10:34:06,0,0
2022-05-31 10:34:05,0,0
2022-05-31 10:34:04,0,0
2022-05-31 10:34:03,0,0
2022-05-31 10:34:02,0,0
2022-05-31 10:34:01,0,0
2022-05-31 10:34:00,0,0
2022-05-31 10:33:59,0,0
2022-05-31 10:33:58,0,0
2022-05-31 10:33:57,0,0
2022-05-31 10:33:56,0,0
2022-05-31 10:33:55,0,0
2022-05-31 10:33:54,0,0
2022-05-31 10:33:53,0,0
2022-05-31 10:33:52,0,0
2022-05-31 10:33:51,0,0
2022-05-31 10:33:50,0,0
2022-05-31 10:33:49,0,0
2022-05-31 10:33:48,0,0
2022-05-31 10:33:47,0,0
2022-05-31 10:33:46,0,0
2022-05-31 10:33:45,0,0
2022-05-31 10:33:44,0,0
2022-05-31 10:33:43,0,0
2022-05-31 10:33:42,0.1827156,-0.1909143
2022-05-31 10:33:41,2.313284,-2.417086
2022-05-31 10:33:40,0.1808806,-0.1901565
2022-05-31 10:33:39,2.315119,-2.433844
2022-05-31 10:33:38,0,0
2022-05-31 10:33:37,0,0
2022-05-31 10:33:36,0,0
2022-05-31 10:33:35,0,0
2022-05-31 10:33:34,0,0
2022-05-31 10:33:33,0,0
2022-05-31 10:33:32,0,0
2022-05-31 10:33:31,0,0
2022-05-31 10:33:30,0,0
2022-05-31 10:33:29,0,0
2022-05-31 10:33:28,0,0
2022-05-31 10:33:27,0,0
2022-05-31 10:33:26,0,0
2022-05-31 10:33:25,0,0
2022-05-31 10:33:24,0,0
2022-05-31 10:33:23,0.0450658,-0.0774207
2022-05-31 10:33:22,0.5789342,-0.9945793
2022-05-31 10:33:21,0,0
2022-05-31 10:33:20,0,0
2022-05-31 10:33:19,0,0
2022-05-31 10:33:18,0,0
2022-05-31 10:33:17,0,0
2022-05-31 10:33:16,0,0
2022-05-31 10:33:15,0,0
2022-05-31 10:33:14,0,0
2022-05-31 10:33:13,0,0
2022-05-31 10:33:12,0,0
2022-05-31 10:33:11,0,0
2022-05-31 10:33:10,0,0
2022-05-31 10:33:09,0,0
2022-05-31 10:33:08,0,0
2022-05-31 10:33:07,0,0
2022-05-31 10:33:06,0,0
2022-05-31 10:33:05,0,0
2022-05-31 10:33:04,0,0
2022-05-31 10:33:03,0,0
2022-05-31 10:33:02,0,0
2022-05-31 10:33:01,0,0
2022-05-31 10:33:00,0,0
2022-05-31 10:32:59,0,0
2022-05-31 10:32:58,0,0
2022-05-31 10:32:57,0,0
2022-05-31 10:32:56,0,0
2022-05-31 10:32:55,0,0
2022-05-31 10:32:54,0,0
2022-05-31 10:32:53,0,0
2022-05-31 10:32:52,0,0
2022-05-31 10:32:51,0,0
2022-05-31 10:32:50,0,0
2022-05-31 10:32:49,0,0
2022-05-31 10:32:48,0,0
2022-05-31 10:32:47,0,0
2022-05-31 10:32:46,0,0
2022-05-31 10:32:45,0,0
2022-05-31 10:32:44,0,0
2022-05-31 10:32:43,0,0
2022-05-31 10:32:42,0,0
2022-05-31 10:32:41,0,0
2022-05-31 10:32:40,0,0
2022-05-31 10:32:39,0,0
2022-05-31 10:32:38,0.0462144,-0.0793941
2022-05-31 10:32:37,0.5777856,-0.9926059
2022-05-31 10:32:36,0,0
2022-05-31 10:32:35,0,0
2022-05-31 10:32:34,0,0
2022-05-31 10:32:33,0,0
2022-05-31 10:32:32,0,0
2022-05-31 10:32:31,0,0
2022-05-31 10:32:30,0,0
2022-05-31 10:32:29,0,0
2022-05-31 10:32:28,0,0
2022-05-31 10:32:27,0,0
2022-05-31 10:32:26,0,0
2022-05-31 10:32:25,0,0
2022-05-31 10:32:24,0,0
2022-05-31 10:32:23,0,0
2022-05-31 10:32:22,0,0
2022-05-31 10:32:21,0,0
2022-05-31 10:32:20,0,0
2022-05-31 10:32:19,0,0
2022-05-31 10:32:18,0,0
2022-05-31 10:32:17,0,0
2022-05-31 10:32:16,0,0
2022-05-31 10:32:15,0,0
2022-05-31 10:32:14,0,0
2022-05-31 10:32:13,0,0
2022-05-31 10:32:12,0,0
2022-05-31 10:32:11,0,0
2022-05-31 10:32:10,0,0
2022-05-31 10:32:09,0,0
2022-05-31 10:32:08,0,0
2022-05-31 10:32:07,0,0
2022-05-31 10:32:06,0,0
2022-05-31 10:32:05,0,0
2022-05-31 10:32:04,0,0
2022-05-31 10:32:03,0,0
2022-05-31 10:32:02,0,0
2022-05-31 10:32:01,0,0
2022-05-31 10:32:00,0,0
2022-05-31 10:31:59,0,0
2022-05-31 10:31:58,0,0
2022-05-31 10:31:57,0,0
2022-05-31 10:31:56,0,0
2022-05-31 10:31:55,0,0
2022-05-31 10:31:54,0,0
2022-05-31 10:31:53,0.044457,-0.0763749
2022-05-31 10:31:52,0.579543,-0.9956251
2022-05-31 10:31:51,0,0
2022-05-31 10:31:50,0,0
2022-05-31 10:31:49,0,0
2022-05-31 10:31:48,0,0
2022-05-31 10:31:47,0,0
2022-05-31 10:31:46,0.1792116,-0.1884019
2022-05-31 10:31:45,2.316788,-2.435598
2022-05-31 10:31:44,0,0
2022-05-31 10:31:43,0,0
2022-05-31 10:31:42,0,0
2022-05-31 10:31:41,0,0
2022-05-31 10:31:40,0,0
2022-05-31 10:31:39,0,0
2022-05-31 10:31:38,0,0
2022-05-31 10:31:37,0,0
2022-05-31 10:31:36,0,0
2022-05-31 10:31:35,0,0
2022-05-31 10:31:34,0,0
2022-05-31 10:31:33,0,0
2022-05-31 10:31:32,0,0
2022-05-31 10:31:31,0,0
2022-05-31 10:31:30,0,0
2022-05-31 10:31:29,0,0
2022-05-31 10:31:28,0,0
2022-05-31 10:31:27,0,0
2022-05-31 10:31:26,0,0
2022-05-31 10:31:25,0,0
2022-05-31 10:31:24,0,0
2022-05-31 10:31:23,0,0
2022-05-31 10:31:22,0,0
2022-05-31 10:31:21,0,0
2022-05-31 10:31:20,0,0
2022-05-31 10:31:19,0,0
2022-05-31 10:31:18,0,0
2022-05-31 10:31:17,0,0
2022-05-31 10:31:16,0,0
2022-05-31 10:31:15,0,0
2022-05-31 10:31:14,0,0
2022-05-31 10:31:13,0,0
2022-05-31 10:31:12,0,0
2022-05-31 10:31:11,0.1773633,-0.1853219
2022-05-31 10:31:10,2.318637,-2.422678
2022-05-31 10:31:09,0,0
2022-05-31 10:31:08,0.0442606,-0.0760375
